,subject,stimulus,response,confidence,intensits,ppt
1890,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.47,10.0,22
1891,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.56,6.0,22
1892,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.47,6.0,22
1893,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.41,2.0,22
1894,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,1.0,0.56,2.0,22
1895,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.56,6.0,22
1896,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,0.0,0.51,6.0,22
1897,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.55,10.0,22
1898,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.49,10.0,22
1899,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,1.0,0.53,6.0,22
1900,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.61,10.0,22
1901,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.6,10.0,22
1902,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,1.0,0.51,6.0,22
1903,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.57,10.0,22
1904,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.56,10.0,22
1905,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,0.0,0.52,6.0,22
1906,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.49,10.0,22
1907,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.55,10.0,22
1908,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,1.0,0.47,6.0,22
1909,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,0.0,0.55,10.0,22
1910,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,1.0,0.48,14.0,22
1911,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.71,18.0,22
1912,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.59,18.0,22
1913,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.54,14.0,22
1914,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.44,14.0,22
1915,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.5,10.0,22
1916,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.45,10.0,22
1917,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.47,6.0,22
1918,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,0.0,0.48,6.0,22
1919,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.6,10.0,22
1920,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.47,10.0,22
1921,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.56,6.0,22
1922,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,1.0,0.57,6.0,22
1923,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.49,10.0,22
1924,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.5,10.0,22
1925,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.42,6.0,22
1926,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,0.0,0.6,6.0,22
1927,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,0.0,0.55,10.0,22
1928,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,0.0,0.0,0.6,14.0,22
1929,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.49,14.0,22
1930,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.5,10.0,22
1931,02c000a36dcd047f5738f5abfda07dc3b6d56fc44ea752c8f45b965f6fc04c1e,1.0,1.0,0.48,10.0,22
1932,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.72,12.0,23
1933,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.56,12.0,23
1934,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,1.0,8.0,23
1935,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.89,8.0,23
1936,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.84,4.0,23
1937,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,1.0,0.75,4.0,23
1938,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.59,8.0,23
1939,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.85,8.0,23
1940,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.72,4.0,23
1941,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.8,4.0,23
1942,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.52,8.0,23
1943,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.8,8.0,23
1944,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.61,4.0,23
1945,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.81,4.0,23
1946,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.8,2.0,23
1947,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,1.0,0.86,2.0,23
1948,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,1.0,0.85,6.0,23
1949,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.89,10.0,23
1950,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.79,10.0,23
1951,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.53,6.0,23
1952,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.77,6.0,23
1953,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.8,10.0,23
1954,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.73,10.0,23
1955,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.95,14.0,23
1956,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.86,14.0,23
1957,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.89,10.0,23
1958,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.77,10.0,23
1959,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.66,14.0,23
1960,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.65,14.0,23
1961,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.99,18.0,23
1962,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.77,18.0,23
1963,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.77,14.0,23
1964,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.64,14.0,23
1965,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.72,10.0,23
1966,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.9,14.0,23
1967,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.94,14.0,23
1968,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.59,10.0,23
1969,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.76,10.0,23
1970,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.82,6.0,23
1971,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.63,6.0,23
1972,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.83,10.0,23
1973,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.65,10.0,23
1974,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.67,6.0,23
1975,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.7,10.0,23
1976,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.84,10.0,23
1977,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.58,6.0,23
1978,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.7,6.0,23
1979,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.82,10.0,23
1980,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.59,10.0,23
1981,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.73,6.0,23
1982,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.71,6.0,23
1983,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.63,10.0,23
1984,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.7,10.0,23
1985,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.74,6.0,23
1986,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.78,10.0,23
1987,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.77,10.0,23
1988,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.77,6.0,23
1989,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,1.0,0.65,10.0,23
1990,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.55,14.0,23
1991,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.5,14.0,23
1992,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.75,18.0,23
1993,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.97,18.0,23
1994,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.87,14.0,23
1995,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.84,14.0,23
1996,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,1.0,0.84,10.0,23
1997,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.68,14.0,23
1998,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.62,14.0,23
1999,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.68,10.0,23
2000,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.65,10.0,23
2001,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.66,6.0,23
2002,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.72,10.0,23
2003,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,0.0,0.63,14.0,23
2004,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.83,18.0,23
2005,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.67,18.0,23
2006,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.67,14.0,23
2007,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,1.0,0.69,14.0,23
2008,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.7,18.0,23
2009,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.74,18.0,23
2010,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,1.0,1.0,0.76,14.0,23
2011,bda584056eb9957d6c681e00079eff36fec289e2a0432a4221b95438dfef5ca4,0.0,0.0,0.84,14.0,23
2012,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.56,24.0,24
2013,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.57,24.0,24
2014,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.54,20.0,24
2015,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.58,20.0,24
2016,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.57,16.0,24
2017,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.52,16.0,24
2018,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.5,12.0,24
2019,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.5,12.0,24
2020,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.27,8.0,24
2021,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.51,12.0,24
2022,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.47,12.0,24
2023,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.53,16.0,24
2024,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.56,16.0,24
2025,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.6,12.0,24
2026,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.31,12.0,24
2027,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.59,16.0,24
2028,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.6,16.0,24
2029,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.53,12.0,24
2030,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.57,12.0,24
2031,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.53,8.0,24
2032,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.49,8.0,24
2033,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.54,4.0,24
2034,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.59,8.0,24
2035,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.54,8.0,24
2036,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.56,4.0,24
2037,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.48,8.0,24
2038,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.56,12.0,24
2039,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.5,12.0,24
2040,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.56,8.0,24
2041,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.59,8.0,24
2042,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.56,4.0,24
2043,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.51,8.0,24
2044,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.0,8.0,24
2045,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.59,12.0,24
2046,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.53,12.0,24
2047,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.52,16.0,24
2048,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.53,16.0,24
2049,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.72,20.0,24
2050,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.74,20.0,24
2051,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.65,16.0,24
2052,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.55,20.0,24
2053,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.64,24.0,24
2054,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.73,28.0,24
2055,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.72,28.0,24
2056,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.67,24.0,24
2057,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.31,24.0,24
2058,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.61,20.0,24
2059,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.13,20.0,24
2060,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.67,24.0,24
2061,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.72,24.0,24
2062,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.72,20.0,24
2063,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.35,20.0,24
2064,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.74,16.0,24
2065,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.8,16.0,24
2066,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.75,12.0,24
2067,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.74,12.0,24
2068,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.73,8.0,24
2069,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.75,8.0,24
2070,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.72,4.0,24
2071,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.71,4.0,24
2072,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.76,8.0,24
2073,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.71,8.0,24
2074,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.65,4.0,24
2075,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.66,12.0,24
2076,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.67,12.0,24
2077,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,0.0,0.75,8.0,24
2078,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.6,12.0,24
2079,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.62,12.0,24
2080,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.77,8.0,24
2081,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.72,8.0,24
2082,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.43,12.0,24
2083,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.69,12.0,24
2084,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.99,8.0,24
2085,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,1.0,0.78,8.0,24
2086,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.63,12.0,24
2087,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.77,12.0,24
2088,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.67,8.0,24
2089,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,0.0,0.0,0.7,8.0,24
2090,f4dd301311d96b70a2ee62a6bccfe21bb0d94a89ca2805333cf352c1a2381c13,1.0,1.0,0.75,4.0,24
2091,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,1.0,1.0,6.0,25
2092,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,1.0,1.0,6.0,25
2093,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,2.0,25
2094,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,2.0,25
2095,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,0.0,1.0,2.0,25
2096,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,0.0,1.0,6.0,25
2097,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,10.0,25
2098,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,1.0,1.0,10.0,25
2099,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,6.0,25
2100,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,1.0,1.0,6.0,25
2101,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,1.0,1.0,10.0,25
2102,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,0.0,1.0,10.0,25
2103,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,1.0,1.0,1.0,14.0,25
2104,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,14.0,25
2105,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,10.0,25
2106,2cfd4b162e427e8e59a2fedf7d5d138eb696d08b98ad9765da0af1690c77b280,0.0,0.0,1.0,10.0,25
