Unnamed: 0,stimulus_left,stimulus_right,reward_left,reward_right,ppt,trial,responses
2016,4,1,0.0,1.0,17,97,1
2017,2,3,0.0,0.0,17,98,1
2018,3,2,0.0,0.0,17,99,1
2019,4,3,0.0,1.0,17,100,1
2020,2,1,0.0,1.0,17,101,1
2021,1,3,1.0,0.0,17,102,0
2022,3,1,0.0,1.0,17,103,1
2023,3,4,1.0,0.0,17,104,0
2024,1,4,0.0,1.0,17,105,0
2025,4,2,0.0,0.0,17,106,1
2026,1,2,1.0,1.0,17,107,0
2027,3,4,1.0,0.0,17,108,0
2028,3,1,0.0,0.0,17,109,1
2029,4,2,0.0,0.0,17,110,0
2030,1,3,1.0,0.0,17,111,0
2031,2,3,0.0,1.0,17,112,1
2032,3,2,1.0,1.0,17,113,0
2033,1,2,1.0,1.0,17,114,0
2034,4,2,0.0,1.0,17,115,0
2035,3,1,1.0,1.0,17,116,1
2036,2,3,0.0,0.0,17,117,1
2037,3,1,0.0,0.0,17,118,1
2038,1,3,1.0,0.0,17,119,0
2039,3,1,1.0,1.0,17,120,0
2040,3,1,0.0,1.0,18,1,1
2041,3,1,1.0,1.0,18,2,1
2042,3,1,1.0,1.0,18,3,1
2043,1,3,1.0,0.0,18,4,0
2044,3,2,1.0,1.0,18,5,1
2045,3,1,1.0,1.0,18,6,1
2046,1,2,1.0,1.0,18,7,0
2047,1,4,0.0,0.0,18,8,0
2048,1,4,1.0,0.0,18,9,1
2049,4,1,1.0,1.0,18,10,1
2050,1,4,1.0,1.0,18,11,0
2051,2,3,0.0,1.0,18,12,0
2052,3,1,1.0,1.0,18,13,1
2053,3,4,1.0,0.0,18,14,1
2054,4,3,0.0,1.0,18,15,1
2055,1,2,1.0,0.0,18,16,0
2056,2,1,0.0,1.0,18,17,1
2057,4,3,0.0,1.0,18,18,1
2058,1,2,1.0,1.0,18,19,0
2059,1,3,1.0,0.0,18,20,0
2060,4,2,0.0,0.0,18,21,1
2061,4,2,0.0,0.0,18,22,0
2062,2,4,0.0,0.0,18,23,1
2063,4,1,0.0,1.0,18,24,1
2064,2,4,0.0,0.0,18,25,1
2065,3,2,0.0,0.0,18,26,0
2066,2,3,0.0,0.0,18,27,0
2067,1,3,0.0,1.0,18,28,0
2068,4,1,0.0,1.0,18,29,1
2069,3,4,1.0,0.0,18,30,0
2070,3,2,0.0,0.0,18,31,0
2071,3,4,0.0,0.0,18,32,0
2072,1,4,0.0,0.0,18,33,0
2073,3,1,0.0,0.0,18,34,0
2074,3,4,0.0,0.0,18,35,0
2075,3,2,1.0,1.0,18,36,1
2076,3,2,1.0,0.0,18,37,1
2077,2,3,0.0,1.0,18,38,0
2078,4,2,0.0,1.0,18,39,0
2079,2,3,0.0,0.0,18,40,0
2080,2,1,0.0,1.0,18,41,1
2081,1,3,1.0,0.0,18,42,0
2082,2,3,0.0,0.0,18,43,1
2083,2,3,0.0,0.0,18,44,0
2084,4,1,0.0,1.0,18,45,1
2085,4,2,0.0,0.0,18,46,0
2086,3,2,0.0,0.0,18,47,1
2087,2,4,0.0,0.0,18,48,0
2088,3,2,1.0,1.0,18,49,0
2089,1,2,1.0,0.0,18,50,0
2090,4,1,0.0,0.0,18,51,1
2091,2,4,0.0,0.0,18,52,0
2092,4,2,0.0,1.0,18,53,0
2093,1,3,1.0,0.0,18,54,1
2094,3,4,0.0,0.0,18,55,0
2095,4,3,0.0,1.0,18,56,0
2096,4,3,0.0,0.0,18,57,1
2097,3,4,1.0,0.0,18,58,1
2098,1,3,1.0,1.0,18,59,0
2099,1,4,0.0,1.0,18,60,0
2100,3,2,0.0,0.0,18,61,0
2101,3,4,1.0,0.0,18,62,0
2102,2,4,0.0,0.0,18,63,1
2103,3,1,0.0,0.0,18,64,0
2104,4,3,0.0,1.0,18,65,1
2105,1,4,1.0,1.0,18,66,0
2106,2,1,0.0,1.0,18,67,1
2107,2,4,0.0,0.0,18,68,1
2108,2,1,0.0,1.0,18,69,1
2109,1,4,1.0,0.0,18,70,0
2110,4,3,0.0,0.0,18,71,1
2111,1,3,1.0,0.0,18,72,0
2112,3,4,0.0,0.0,18,73,0
2113,3,2,1.0,1.0,18,74,0
2114,4,3,0.0,1.0,18,75,1
2115,4,1,0.0,1.0,18,76,1
2116,3,4,0.0,0.0,18,77,0
2117,1,3,1.0,0.0,18,78,0
2118,4,2,0.0,0.0,18,79,1
2119,2,4,0.0,0.0,18,80,1
2120,1,4,0.0,1.0,18,81,0
2121,2,1,0.0,1.0,18,82,1
2122,2,1,0.0,0.0,18,83,1
2123,3,1,0.0,1.0,18,84,0
2124,3,2,1.0,0.0,18,85,1
2125,4,2,0.0,0.0,18,86,1
2126,1,3,1.0,1.0,18,87,1
2127,3,1,0.0,1.0,18,88,0
2128,2,3,0.0,1.0,18,89,1
2129,4,1,0.0,1.0,18,90,1
2130,1,2,1.0,0.0,18,91,0
2131,4,2,0.0,0.0,18,92,1
2132,2,4,0.0,0.0,18,93,0
2133,4,2,0.0,1.0,18,94,0
2134,4,1,0.0,1.0,18,95,1
2135,2,1,0.0,0.0,18,96,1
2136,1,4,1.0,0.0,18,97,0
2137,2,4,0.0,0.0,18,98,1
2138,1,3,0.0,1.0,18,99,0
2139,2,1,0.0,1.0,18,100,1
2140,1,4,1.0,0.0,18,101,0
2141,2,3,0.0,1.0,18,102,1
2142,1,2,1.0,1.0,18,103,0
2143,3,4,0.0,0.0,18,104,0
2144,4,3,0.0,0.0,18,105,1
2145,4,1,0.0,0.0,18,106,1
2146,1,2,1.0,0.0,18,107,0
2147,2,1,0.0,1.0,18,108,1
2148,2,4,0.0,0.0,18,109,0
2149,2,3,0.0,1.0,18,110,0
2150,1,2,1.0,0.0,18,111,0
2151,2,3,0.0,1.0,18,112,1
2152,4,1,1.0,1.0,18,113,1
2153,1,2,1.0,1.0,18,114,0
2154,4,3,0.0,1.0,18,115,1
2155,3,1,0.0,1.0,18,116,1
2156,2,1,0.0,1.0,18,117,1
2157,4,2,0.0,1.0,18,118,1
2158,1,2,1.0,0.0,18,119,0
2159,4,3,0.0,0.0,18,120,1
2160,4,2,0.0,0.0,19,1,0
2161,3,1,1.0,1.0,19,2,1
2162,3,4,0.0,0.0,19,3,0
2163,3,1,1.0,1.0,19,4,1
2164,1,2,1.0,1.0,19,5,0
2165,2,1,0.0,1.0,19,6,1
2166,4,1,0.0,0.0,19,7,1
2167,2,4,0.0,0.0,19,8,0
2168,4,2,0.0,1.0,19,9,0
2169,3,4,0.0,0.0,19,10,0
2170,2,1,0.0,1.0,19,11,0
2171,1,3,1.0,0.0,19,12,1
2172,1,3,1.0,0.0,19,13,1
2173,2,4,0.0,0.0,19,14,0
2174,3,1,0.0,1.0,19,15,0
2175,4,2,0.0,1.0,19,16,0
2176,2,1,0.0,1.0,19,17,0
2177,1,4,1.0,1.0,19,18,0
2178,3,4,1.0,0.0,19,19,1
2179,1,4,1.0,0.0,19,20,0
2180,3,4,1.0,0.0,19,21,1
2181,3,1,0.0,1.0,19,22,1
2182,4,1,0.0,1.0,19,23,1
2183,4,1,0.0,1.0,19,24,1
2184,4,1,0.0,1.0,19,25,1
2185,3,1,0.0,1.0,19,26,1
2186,1,2,1.0,1.0,19,27,0
2187,1,3,1.0,0.0,19,28,0
2188,2,4,0.0,0.0,19,29,1
2189,3,1,0.0,0.0,19,30,1
2190,3,2,1.0,1.0,19,31,0
2191,4,2,0.0,0.0,19,32,1
2192,2,4,0.0,0.0,19,33,0
2193,1,2,1.0,0.0,19,34,1
2194,3,1,0.0,1.0,19,35,0
2195,4,1,1.0,1.0,19,36,0
2196,3,1,0.0,0.0,19,37,1
2197,1,4,1.0,1.0,19,38,1
2198,3,4,0.0,0.0,19,39,1
2199,3,2,1.0,1.0,19,40,0
2200,1,2,1.0,1.0,19,41,1
2201,1,4,0.0,1.0,19,42,0
2202,1,3,1.0,1.0,19,43,1
2203,2,3,0.0,0.0,19,44,1
2204,1,3,1.0,0.0,19,45,1
2205,2,4,0.0,0.0,19,46,0
2206,4,2,0.0,0.0,19,47,0
2207,2,3,0.0,0.0,19,48,0
2208,1,3,1.0,0.0,19,49,1
2209,4,3,0.0,1.0,19,50,1
2210,2,3,0.0,1.0,19,51,1
2211,4,1,0.0,1.0,19,52,1
2212,4,3,0.0,1.0,19,53,1
2213,1,4,1.0,0.0,19,54,0
2214,1,2,1.0,1.0,19,55,0
2215,3,2,1.0,0.0,19,56,0
2216,1,3,1.0,0.0,19,57,0
2217,4,3,0.0,1.0,19,58,1
2218,3,2,1.0,0.0,19,59,0
2219,4,3,0.0,0.0,19,60,1
2220,2,4,0.0,0.0,19,61,0
2221,4,3,0.0,1.0,19,62,1
2222,2,1,0.0,0.0,19,63,1
2223,1,2,1.0,0.0,19,64,1
2224,2,3,0.0,1.0,19,65,1
2225,2,3,0.0,0.0,19,66,1
2226,2,3,0.0,1.0,19,67,1
2227,4,2,0.0,0.0,19,68,1
2228,1,4,0.0,0.0,19,69,0
2229,3,4,0.0,0.0,19,70,0
2230,4,1,0.0,1.0,19,71,0
2231,2,1,0.0,1.0,19,72,1
2232,3,4,0.0,0.0,19,73,0
2233,1,4,1.0,0.0,19,74,0
2234,1,2,1.0,0.0,19,75,0
2235,4,3,0.0,0.0,19,76,1
2236,3,4,0.0,0.0,19,77,0
2237,3,1,1.0,1.0,19,78,1
2238,4,2,0.0,1.0,19,79,1
2239,2,4,0.0,0.0,19,80,0
2240,2,4,0.0,0.0,19,81,0
2241,2,3,0.0,1.0,19,82,0
2242,1,2,1.0,0.0,19,83,0
2243,2,1,0.0,0.0,19,84,1
2244,3,2,1.0,1.0,19,85,1
2245,4,3,0.0,0.0,19,86,0
2246,2,1,0.0,1.0,19,87,0
2247,4,1,0.0,0.0,19,88,1
2248,1,3,0.0,1.0,19,89,0
2249,2,3,0.0,1.0,19,90,1
2250,3,2,0.0,0.0,19,91,0
2251,4,2,0.0,0.0,19,92,0
2252,4,3,0.0,1.0,19,93,0
2253,2,1,0.0,1.0,19,94,0
2254,3,2,0.0,0.0,19,95,0
2255,1,2,1.0,0.0,19,96,0
2256,2,4,0.0,0.0,19,97,1
2257,4,3,0.0,1.0,19,98,1
2258,2,1,0.0,1.0,19,99,1
2259,2,3,0.0,0.0,19,100,1
2260,1,2,1.0,0.0,19,101,0
2261,3,4,1.0,0.0,19,102,0
2262,4,1,1.0,1.0,19,103,1
2263,2,3,0.0,1.0,19,104,1
2264,3,2,0.0,0.0,19,105,0
2265,1,3,1.0,1.0,19,106,0
2266,1,3,0.0,1.0,19,107,0
2267,3,2,1.0,1.0,19,108,0
2268,2,1,0.0,1.0,19,109,1
2269,4,1,0.0,1.0,19,110,1
2270,3,1,1.0,1.0,19,111,1
2271,4,2,0.0,0.0,19,112,1
2272,4,3,0.0,0.0,19,113,1
2273,4,2,0.0,1.0,19,114,1
2274,1,4,0.0,1.0,19,115,0
2275,3,2,0.0,0.0,19,116,1
2276,2,4,0.0,0.0,19,117,0
2277,1,4,0.0,0.0,19,118,0
2278,1,4,1.0,0.0,19,119,1
2279,3,4,1.0,0.0,19,120,0
2280,2,1,0.0,1.0,20,1,1
2281,1,3,1.0,1.0,20,2,1
2282,4,3,0.0,0.0,20,3,1
2283,2,4,0.0,0.0,20,4,1
2284,4,2,0.0,0.0,20,5,0
2285,1,3,1.0,0.0,20,6,0
2286,2,1,0.0,0.0,20,7,1
2287,1,4,1.0,0.0,20,8,0
2288,2,1,0.0,1.0,20,9,1
2289,1,3,1.0,0.0,20,10,0
2290,2,4,0.0,0.0,20,11,0
2291,4,3,0.0,1.0,20,12,1
2292,3,2,1.0,0.0,20,13,0
2293,3,4,0.0,0.0,20,14,0
2294,1,2,1.0,1.0,20,15,0
2295,3,2,1.0,1.0,20,16,1
2296,3,4,1.0,0.0,20,17,0
2297,4,1,0.0,1.0,20,18,1
2298,3,4,1.0,0.0,20,19,0
2299,2,4,0.0,0.0,20,20,0
2300,2,4,0.0,0.0,20,21,0
2301,4,2,0.0,0.0,20,22,1
2302,4,3,0.0,1.0,20,23,1
2303,1,3,0.0,1.0,20,24,0
2304,2,4,0.0,0.0,20,25,0
2305,2,3,0.0,0.0,20,26,1
2306,4,3,0.0,1.0,20,27,1
2307,2,1,0.0,1.0,20,28,1
2308,4,1,0.0,1.0,20,29,1
2309,3,1,0.0,1.0,20,30,0
2310,2,1,0.0,1.0,20,31,1
2311,3,1,0.0,1.0,20,32,1
2312,1,4,1.0,0.0,20,33,0
2313,3,1,1.0,1.0,20,34,1
2314,4,1,0.0,1.0,20,35,1
2315,3,2,1.0,1.0,20,36,0
2316,2,1,0.0,1.0,20,37,1
2317,1,3,1.0,0.0,20,38,0
2318,1,2,1.0,1.0,20,39,0
2319,1,4,0.0,0.0,20,40,0
2320,1,4,1.0,1.0,20,41,0
2321,2,3,0.0,1.0,20,42,1
2322,4,2,0.0,1.0,20,43,1
2323,1,2,1.0,1.0,20,44,0
2324,3,2,1.0,1.0,20,45,0
2325,4,3,0.0,1.0,20,46,1
2326,3,2,0.0,0.0,20,47,0
2327,3,4,1.0,0.0,20,48,0
2328,4,2,0.0,0.0,20,49,0
2329,1,2,1.0,0.0,20,50,0
2330,2,1,0.0,1.0,20,51,1
2331,3,4,0.0,0.0,20,52,0
2332,3,4,0.0,0.0,20,53,1
2333,4,2,0.0,1.0,20,54,0
2334,2,3,0.0,1.0,20,55,0
2335,3,2,1.0,1.0,20,56,0
2336,1,4,1.0,0.0,20,57,0
2337,1,2,1.0,0.0,20,58,0
2338,3,2,0.0,0.0,20,59,0
2339,1,4,0.0,0.0,20,60,0
2340,1,2,1.0,1.0,20,61,1
2341,4,3,0.0,1.0,20,62,1
2342,4,1,0.0,0.0,20,63,1
2343,1,4,0.0,1.0,20,64,0
2344,4,1,0.0,1.0,20,65,1
2345,2,3,0.0,0.0,20,66,1
2346,2,3,0.0,1.0,20,67,0
2347,4,2,0.0,0.0,20,68,1
2348,2,3,0.0,0.0,20,69,1
2349,2,4,0.0,0.0,20,70,0
2350,2,3,0.0,1.0,20,71,0
2351,1,4,1.0,1.0,20,72,0
2352,3,4,0.0,0.0,20,73,0
2353,2,3,0.0,1.0,20,74,0
2354,1,3,0.0,1.0,20,75,0
2355,3,1,0.0,1.0,20,76,0
2356,2,3,0.0,0.0,20,77,0
2357,3,1,0.0,1.0,20,78,0
2358,3,1,1.0,1.0,20,79,1
2359,1,3,1.0,0.0,20,80,0
2360,4,2,0.0,0.0,20,81,1
2361,3,4,0.0,0.0,20,82,1
2362,4,3,0.0,0.0,20,83,0
2363,1,2,1.0,0.0,20,84,0
2364,3,1,0.0,0.0,20,85,1
2365,4,3,0.0,0.0,20,86,1
2366,2,1,0.0,1.0,20,87,1
2367,4,1,0.0,1.0,20,88,1
2368,1,2,1.0,0.0,20,89,0
2369,1,2,1.0,0.0,20,90,0
2370,3,1,1.0,1.0,20,91,1
2371,4,1,0.0,1.0,20,92,1
2372,4,1,0.0,0.0,20,93,1
2373,3,1,0.0,0.0,20,94,1
2374,1,4,1.0,0.0,20,95,0
2375,4,2,0.0,1.0,20,96,0
2376,3,4,0.0,0.0,20,97,1
2377,1,3,1.0,1.0,20,98,0
2378,3,2,1.0,0.0,20,99,0
2379,2,4,0.0,0.0,20,100,1
2380,4,2,0.0,0.0,20,101,1
2381,4,3,0.0,1.0,20,102,1
2382,2,1,0.0,1.0,20,103,1
2383,3,2,0.0,0.0,20,104,0
2384,1,3,1.0,0.0,20,105,0
2385,4,1,1.0,1.0,20,106,1
2386,2,3,0.0,1.0,20,107,1
2387,1,3,1.0,0.0,20,108,0
2388,4,1,1.0,1.0,20,109,1
2389,3,1,1.0,1.0,20,110,1
2390,1,4,0.0,1.0,20,111,0
2391,3,4,1.0,0.0,20,112,0
2392,2,4,0.0,0.0,20,113,1
2393,3,2,0.0,0.0,20,114,0
2394,1,2,1.0,0.0,20,115,0
2395,2,4,0.0,0.0,20,116,0
2396,2,4,0.0,0.0,20,117,1
2397,4,3,0.0,0.0,20,118,1
2398,4,2,0.0,1.0,20,119,0
2399,2,1,0.0,0.0,20,120,1
2400,2,4,0.0,0.0,21,1,1
2401,2,3,0.0,0.0,21,2,0
2402,3,2,1.0,0.0,21,3,1
2403,4,1,0.0,1.0,21,4,0
2404,3,1,1.0,1.0,21,5,1
2405,4,3,0.0,1.0,21,6,1
2406,1,4,1.0,0.0,21,7,0
2407,2,3,0.0,1.0,21,8,1
2408,4,2,0.0,0.0,21,9,0
2409,1,3,1.0,1.0,21,10,0
2410,4,3,0.0,1.0,21,11,1
2411,2,1,0.0,1.0,21,12,1
2412,4,3,0.0,0.0,21,13,1
2413,1,3,1.0,0.0,21,14,0
2414,4,2,0.0,0.0,21,15,0
2415,2,1,0.0,1.0,21,16,1
2416,3,1,0.0,0.0,21,17,1
2417,3,2,1.0,1.0,21,18,0
2418,2,4,0.0,0.0,21,19,0
2419,3,2,0.0,0.0,21,20,0
2420,4,3,0.0,1.0,21,21,1
2421,2,4,0.0,0.0,21,22,1
2422,1,3,1.0,0.0,21,23,1
2423,1,4,0.0,1.0,21,24,0
2424,1,4,0.0,1.0,21,25,0
2425,4,2,0.0,1.0,21,26,0
2426,2,1,0.0,0.0,21,27,1
2427,4,3,0.0,1.0,21,28,1
2428,1,3,0.0,1.0,21,29,1
2429,1,2,1.0,1.0,21,30,0
2430,3,2,1.0,1.0,21,31,0
2431,4,2,0.0,0.0,21,32,1
2432,4,2,0.0,0.0,21,33,0
2433,3,1,1.0,1.0,21,34,0
2434,4,3,0.0,1.0,21,35,1
2435,3,2,0.0,0.0,21,36,0
2436,2,4,0.0,0.0,21,37,1
2437,4,1,1.0,1.0,21,38,1
2438,4,3,0.0,0.0,21,39,1
2439,3,1,0.0,1.0,21,40,1
2440,1,3,1.0,0.0,21,41,0
2441,4,3,0.0,1.0,21,42,1
2442,4,1,0.0,0.0,21,43,1
2443,1,3,1.0,0.0,21,44,0
2444,2,3,0.0,1.0,21,45,1
2445,2,1,0.0,1.0,21,46,1
2446,3,2,1.0,0.0,21,47,0
2447,1,4,1.0,0.0,21,48,0
2448,3,4,0.0,0.0,21,49,0
2449,2,4,0.0,0.0,21,50,1
2450,1,2,1.0,0.0,21,51,0
2451,2,4,0.0,0.0,21,52,0
2452,2,4,0.0,0.0,21,53,1
2453,4,2,0.0,1.0,21,54,1
2454,4,3,0.0,0.0,21,55,1
2455,3,1,0.0,1.0,21,56,1
2456,2,4,0.0,0.0,21,57,0
2457,2,4,0.0,0.0,21,58,0
2458,4,1,0.0,1.0,21,59,1
2459,4,2,0.0,1.0,21,60,1
2460,3,2,1.0,1.0,21,61,1
2461,4,1,0.0,1.0,21,62,1
2462,1,3,0.0,1.0,21,63,0
2463,1,3,1.0,0.0,21,64,0
2464,2,3,0.0,1.0,21,65,0
2465,1,4,1.0,1.0,21,66,0
2466,1,4,1.0,0.0,21,67,0
2467,1,4,0.0,0.0,21,68,0
2468,2,1,0.0,1.0,21,69,1
2469,4,1,0.0,1.0,21,70,1
2470,4,1,1.0,1.0,21,71,1
2471,2,3,0.0,0.0,21,72,0
2472,3,1,0.0,1.0,21,73,1
2473,1,2,1.0,0.0,21,74,0
2474,3,4,1.0,0.0,21,75,0
2475,1,4,0.0,0.0,21,76,0
2476,2,1,0.0,1.0,21,77,1
2477,1,2,1.0,1.0,21,78,0
2478,3,1,1.0,1.0,21,79,1
2479,2,3,0.0,0.0,21,80,1
2480,3,2,0.0,0.0,21,81,1
2481,1,2,1.0,1.0,21,82,0
2482,3,2,1.0,1.0,21,83,0
2483,4,2,0.0,1.0,21,84,1
2484,2,1,0.0,0.0,21,85,1
2485,3,4,1.0,0.0,21,86,0
2486,3,4,0.0,0.0,21,87,0
2487,1,2,1.0,0.0,21,88,0
2488,1,2,1.0,1.0,21,89,0
2489,1,4,1.0,1.0,21,90,0
2490,3,4,0.0,0.0,21,91,0
2491,2,3,0.0,1.0,21,92,0
2492,4,1,0.0,0.0,21,93,1
2493,4,3,0.0,0.0,21,94,1
2494,4,1,0.0,1.0,21,95,1
2495,1,2,1.0,0.0,21,96,0
2496,3,2,0.0,0.0,21,97,0
2497,1,4,1.0,0.0,21,98,0
2498,3,1,0.0,0.0,21,99,1
2499,3,4,0.0,0.0,21,100,0
2500,1,3,1.0,1.0,21,101,0
2501,3,1,1.0,1.0,21,102,1
2502,1,2,1.0,0.0,21,103,0
2503,2,3,0.0,1.0,21,104,0
2504,2,3,0.0,0.0,21,105,1
2505,1,3,1.0,0.0,21,106,0
2506,2,1,0.0,1.0,21,107,1
2507,2,1,0.0,1.0,21,108,1
2508,3,4,0.0,0.0,21,109,0
2509,4,1,0.0,1.0,21,110,1
2510,3,1,0.0,1.0,21,111,1
2511,3,4,1.0,0.0,21,112,0
2512,2,3,0.0,1.0,21,113,1
2513,4,2,0.0,0.0,21,114,1
2514,2,1,0.0,1.0,21,115,1
2515,3,4,1.0,0.0,21,116,0
2516,1,2,1.0,0.0,21,117,0
2517,2,4,0.0,0.0,21,118,0
2518,4,2,0.0,0.0,21,119,1
2519,3,4,0.0,0.0,21,120,0
2520,4,2,0.0,0.0,22,1,1
2521,2,3,0.0,0.0,22,2,1
2522,4,2,0.0,0.0,22,3,0
2523,3,4,0.0,0.0,22,4,1
2524,1,4,1.0,0.0,22,5,0
2525,4,1,0.0,1.0,22,6,0
2526,1,4,1.0,1.0,22,7,0
2527,3,1,0.0,1.0,22,8,1
2528,2,1,0.0,0.0,22,9,1
2529,2,1,0.0,1.0,22,10,1
2530,3,2,0.0,0.0,22,11,0
2531,2,1,0.0,1.0,22,12,1
2532,1,4,1.0,0.0,22,13,0
2533,2,4,0.0,0.0,22,14,0
2534,1,4,0.0,1.0,22,15,0
2535,3,2,0.0,0.0,22,16,1
2536,4,2,0.0,0.0,22,17,1
2537,2,4,0.0,0.0,22,18,1
2538,1,4,1.0,0.0,22,19,0
2539,4,2,0.0,0.0,22,20,0
2540,3,2,0.0,0.0,22,21,1
2541,3,4,1.0,0.0,22,22,0
2542,4,1,1.0,1.0,22,23,1
2543,2,3,0.0,1.0,22,24,1
2544,1,2,1.0,1.0,22,25,0
2545,2,4,0.0,0.0,22,26,0
2546,3,4,0.0,0.0,22,27,0
2547,4,3,0.0,0.0,22,28,1
2548,4,1,0.0,0.0,22,29,1
2549,2,1,0.0,1.0,22,30,1
2550,4,2,0.0,0.0,22,31,1
2551,2,3,0.0,1.0,22,32,1
2552,3,4,0.0,0.0,22,33,0
2553,2,1,0.0,1.0,22,34,1
2554,2,4,0.0,0.0,22,35,1
2555,3,1,0.0,1.0,22,36,1
2556,1,3,1.0,0.0,22,37,0
2557,4,2,0.0,1.0,22,38,1
2558,2,1,0.0,0.0,22,39,1
2559,1,4,0.0,1.0,22,40,1
2560,1,2,1.0,0.0,22,41,0
2561,4,3,0.0,0.0,22,42,0
2562,2,4,0.0,0.0,22,43,1
2563,4,2,0.0,1.0,22,44,1
2564,4,2,0.0,0.0,22,45,1
2565,1,3,1.0,1.0,22,46,0
2566,3,2,1.0,1.0,22,47,1
2567,4,3,0.0,0.0,22,48,1
2568,3,2,0.0,0.0,22,49,1
2569,1,2,1.0,0.0,22,50,0
2570,4,1,0.0,1.0,22,51,1
2571,1,4,0.0,0.0,22,52,0
2572,1,3,0.0,1.0,22,53,0
2573,3,4,0.0,0.0,22,54,0
2574,2,1,0.0,1.0,22,55,1
2575,2,4,0.0,0.0,22,56,0
2576,3,2,1.0,1.0,22,57,1
2577,3,4,0.0,0.0,22,58,0
2578,1,3,1.0,0.0,22,59,0
2579,4,1,0.0,1.0,22,60,1
2580,1,3,1.0,1.0,22,61,0
2581,1,2,1.0,0.0,22,62,0
2582,2,1,0.0,1.0,22,63,1
2583,2,3,0.0,0.0,22,64,1
2584,2,4,0.0,0.0,22,65,0
2585,1,2,1.0,1.0,22,66,0
2586,4,3,0.0,1.0,22,67,0
2587,3,1,1.0,1.0,22,68,1
2588,1,3,1.0,0.0,22,69,0
2589,4,1,0.0,0.0,22,70,1
2590,3,1,1.0,1.0,22,71,1
2591,2,4,0.0,0.0,22,72,0
2592,1,2,1.0,1.0,22,73,0
2593,3,1,1.0,1.0,22,74,1
2594,2,3,0.0,1.0,22,75,0
2595,3,2,1.0,0.0,22,76,1
2596,2,3,0.0,1.0,22,77,0
2597,3,1,0.0,1.0,22,78,1
2598,1,3,0.0,1.0,22,79,0
2599,4,3,0.0,1.0,22,80,0
2600,1,2,1.0,0.0,22,81,0
2601,3,2,1.0,1.0,22,82,0
2602,2,3,0.0,1.0,22,83,1
2603,3,4,1.0,0.0,22,84,0
2604,3,1,0.0,0.0,22,85,0
2605,2,3,0.0,0.0,22,86,1
2606,4,1,0.0,1.0,22,87,1
2607,2,3,0.0,1.0,22,88,0
2608,1,2,1.0,1.0,22,89,0
2609,1,2,1.0,0.0,22,90,0
2610,2,1,0.0,1.0,22,91,1
2611,2,1,0.0,1.0,22,92,1
2612,3,1,1.0,1.0,22,93,1
2613,2,4,0.0,0.0,22,94,0
2614,4,1,0.0,1.0,22,95,1
2615,3,4,0.0,0.0,22,96,0
2616,3,2,1.0,0.0,22,97,1
2617,4,2,0.0,1.0,22,98,1
2618,1,2,1.0,0.0,22,99,0
2619,4,3,0.0,1.0,22,100,0
2620,2,3,0.0,0.0,22,101,0
2621,2,4,0.0,0.0,22,102,0
2622,4,2,0.0,1.0,22,103,1
2623,3,4,1.0,0.0,22,104,1
2624,1,3,1.0,0.0,22,105,0
2625,1,4,0.0,0.0,22,106,0
2626,3,2,1.0,1.0,22,107,1
2627,4,1,1.0,1.0,22,108,1
2628,1,3,1.0,0.0,22,109,0
2629,1,3,1.0,0.0,22,110,0
2630,4,3,0.0,1.0,22,111,1
2631,4,3,0.0,0.0,22,112,1
2632,4,3,0.0,1.0,22,113,1
2633,1,4,1.0,1.0,22,114,0
2634,4,1,0.0,1.0,22,115,1
2635,3,1,0.0,0.0,22,116,0
2636,3,4,1.0,0.0,22,117,1
2637,4,3,0.0,1.0,22,118,1
2638,1,4,1.0,0.0,22,119,0
2639,3,1,0.0,1.0,22,120,1
2640,1,4,0.0,0.0,23,1,0
2641,2,3,0.0,1.0,23,2,0
2642,1,4,1.0,0.0,23,3,1
2643,2,3,0.0,1.0,23,4,1
2644,4,1,0.0,1.0,23,5,0
2645,1,2,1.0,0.0,23,6,0
2646,2,1,0.0,1.0,23,7,1
2647,1,3,0.0,1.0,23,8,0
2648,4,2,0.0,1.0,23,9,1
2649,3,2,1.0,1.0,23,10,1
2650,2,4,0.0,0.0,23,11,0
2651,4,1,1.0,1.0,23,12,1
2652,4,2,0.0,0.0,23,13,1
2653,2,4,0.0,0.0,23,14,0
2654,1,3,1.0,1.0,23,15,0
2655,1,2,1.0,1.0,23,16,0
2656,3,2,0.0,0.0,23,17,0
2657,1,4,0.0,0.0,23,18,0
2658,4,1,0.0,0.0,23,19,1
2659,3,1,1.0,1.0,23,20,1
2660,4,2,0.0,1.0,23,21,1
2661,3,2,1.0,0.0,23,22,1
2662,1,4,0.0,1.0,23,23,0
2663,1,3,0.0,1.0,23,24,1
2664,2,4,0.0,0.0,23,25,0
2665,4,1,0.0,1.0,23,26,1
2666,2,4,0.0,0.0,23,27,0
2667,1,3,1.0,0.0,23,28,1
2668,3,1,0.0,1.0,23,29,1
2669,1,3,1.0,1.0,23,30,1
2670,1,2,1.0,0.0,23,31,0
2671,2,1,0.0,1.0,23,32,1
2672,3,2,1.0,1.0,23,33,0
2673,1,3,1.0,0.0,23,34,0
2674,2,4,0.0,0.0,23,35,0
2675,4,3,0.0,0.0,23,36,1
2676,2,1,0.0,1.0,23,37,1
2677,4,3,0.0,1.0,23,38,1
2678,2,1,0.0,1.0,23,39,1
2679,4,3,0.0,0.0,23,40,1
