,stimulus_left,stimulus_right,reward_left,reward_right,ppt,trial,responses
3375,4,1,0.0,1.0,29,16,1
3376,2,4,0.0,0.0,29,17,1
3377,4,1,0.0,1.0,29,18,1
3378,1,2,1.0,0.0,29,19,0
3379,1,3,1.0,0.0,29,20,1
3380,4,3,0.0,1.0,29,21,0
3381,1,4,1.0,0.0,29,22,0
3382,3,2,1.0,1.0,29,23,0
3383,4,2,0.0,0.0,29,24,1
3384,2,1,0.0,1.0,29,25,1
3385,4,3,0.0,1.0,29,26,0
3386,1,4,1.0,0.0,29,27,0
3387,3,2,0.0,0.0,29,28,1
3388,2,3,0.0,1.0,29,29,0
3389,1,4,0.0,1.0,29,30,1
3390,4,2,0.0,0.0,29,31,1
3391,2,1,0.0,1.0,29,32,0
3392,1,4,0.0,1.0,29,33,0
3393,4,3,0.0,1.0,29,34,0
3394,3,4,0.0,0.0,29,35,1
3395,2,4,0.0,0.0,29,36,1
3396,2,1,0.0,0.0,29,37,1
3397,2,3,0.0,0.0,29,38,0
3398,4,3,0.0,0.0,29,39,1
3399,2,4,0.0,0.0,29,40,1
3400,2,1,0.0,1.0,29,41,1
3401,3,2,0.0,0.0,29,42,1
3402,2,1,0.0,1.0,29,43,0
3403,4,3,0.0,1.0,29,44,1
3404,4,3,0.0,1.0,29,45,0
3405,1,2,1.0,0.0,29,46,0
3406,1,2,1.0,1.0,29,47,0
3407,1,2,1.0,0.0,29,48,1
3408,1,2,1.0,0.0,29,49,0
3409,2,1,0.0,1.0,29,50,1
3410,3,1,1.0,1.0,29,51,0
3411,1,4,1.0,0.0,29,52,1
3412,3,2,1.0,1.0,29,53,1
3413,2,3,0.0,1.0,29,54,0
3414,1,2,1.0,0.0,29,55,0
3415,1,4,0.0,0.0,29,56,1
3416,1,3,0.0,1.0,29,57,0
3417,3,4,0.0,0.0,29,58,1
3418,3,4,0.0,0.0,29,59,0
3419,1,3,1.0,1.0,29,60,0
3420,4,2,0.0,0.0,29,61,1
3421,3,1,0.0,1.0,29,62,1
3422,2,3,0.0,0.0,29,63,0
3423,2,4,0.0,0.0,29,64,1
3424,3,1,1.0,1.0,29,65,1
3425,1,4,1.0,0.0,29,66,0
3426,1,3,1.0,0.0,29,67,1
3427,2,4,0.0,0.0,29,68,1
3428,4,1,0.0,0.0,29,69,0
3429,2,3,0.0,1.0,29,70,0
3430,1,2,1.0,1.0,29,71,1
3431,4,3,0.0,1.0,29,72,0
3432,1,3,1.0,0.0,29,73,0
3433,2,4,0.0,0.0,29,74,1
3434,3,4,1.0,0.0,29,75,0
3435,1,2,1.0,1.0,29,76,0
3436,4,2,0.0,1.0,29,77,0
3437,1,4,1.0,1.0,29,78,0
3438,4,1,0.0,1.0,29,79,0
3439,2,3,0.0,1.0,29,80,0
3440,2,4,0.0,0.0,29,81,0
3441,4,2,0.0,0.0,29,82,1
3442,3,4,0.0,0.0,29,83,1
3443,4,2,0.0,1.0,29,84,0
3444,4,3,0.0,0.0,29,85,0
3445,4,1,0.0,0.0,29,86,1
3446,3,4,1.0,0.0,29,87,1
3447,1,4,1.0,1.0,29,88,0
3448,2,3,0.0,0.0,29,89,1
3449,3,1,0.0,1.0,29,90,1
3450,4,2,0.0,1.0,29,91,1
3451,3,2,1.0,0.0,29,92,1
3452,2,3,0.0,0.0,29,93,0
3453,4,3,0.0,0.0,29,94,0
3454,1,3,0.0,1.0,29,95,1
3455,3,2,1.0,1.0,29,96,0
3456,3,2,0.0,0.0,29,97,1
3457,3,4,0.0,0.0,29,98,0
3458,3,2,0.0,0.0,29,99,1
3459,1,2,1.0,0.0,29,100,1
3460,2,1,0.0,1.0,29,101,1
3461,2,4,0.0,0.0,29,102,0
3462,4,1,0.0,1.0,29,103,0
3463,3,1,1.0,1.0,29,104,0
3464,3,1,0.0,1.0,29,105,1
3465,4,2,0.0,0.0,29,106,1
3466,1,3,1.0,0.0,29,107,1
3467,1,4,0.0,0.0,29,108,1
3468,3,4,1.0,0.0,29,109,1
3469,3,2,1.0,1.0,29,110,0
3470,3,1,0.0,0.0,29,111,1
3471,1,3,1.0,1.0,29,112,1
3472,2,4,0.0,0.0,29,113,1
3473,4,2,0.0,0.0,29,114,1
3474,1,2,1.0,1.0,29,115,1
3475,1,3,1.0,0.0,29,116,0
3476,3,4,1.0,0.0,29,117,0
3477,4,2,0.0,1.0,29,118,1
3478,4,3,0.0,0.0,29,119,0
3479,4,1,1.0,1.0,29,120,1
3480,1,4,1.0,0.0,30,1,0
3481,2,1,0.0,1.0,30,2,0
3482,4,1,0.0,0.0,30,3,0
3483,2,3,0.0,0.0,30,4,1
3484,3,2,0.0,0.0,30,5,1
3485,1,2,1.0,0.0,30,6,1
3486,2,3,0.0,1.0,30,7,0
3487,3,4,0.0,0.0,30,8,1
3488,2,1,0.0,1.0,30,9,0
3489,2,3,0.0,0.0,30,10,1
3490,1,4,1.0,0.0,30,11,1
3491,2,1,0.0,1.0,30,12,0
3492,4,3,0.0,1.0,30,13,0
3493,2,3,0.0,1.0,30,14,0
3494,4,2,0.0,1.0,30,15,1
3495,1,2,1.0,1.0,30,16,1
3496,3,2,1.0,1.0,30,17,1
3497,2,1,0.0,0.0,30,18,0
3498,4,1,1.0,1.0,30,19,1
3499,2,3,0.0,0.0,30,20,1
3500,4,3,0.0,0.0,30,21,1
3501,4,3,0.0,0.0,30,22,0
3502,1,4,1.0,0.0,30,23,1
3503,4,3,0.0,0.0,30,24,1
3504,1,3,1.0,0.0,30,25,0
3505,4,3,0.0,1.0,30,26,1
3506,4,2,0.0,1.0,30,27,0
3507,3,4,0.0,0.0,30,28,0
3508,3,1,0.0,0.0,30,29,0
3509,1,2,1.0,0.0,30,30,0
3510,1,4,1.0,0.0,30,31,1
3511,2,3,0.0,1.0,30,32,1
3512,2,3,0.0,1.0,30,33,0
3513,1,4,1.0,1.0,30,34,0
3514,4,1,0.0,1.0,30,35,1
3515,1,3,1.0,1.0,30,36,1
3516,1,3,0.0,1.0,30,37,0
3517,4,2,0.0,0.0,30,38,0
3518,4,1,0.0,1.0,30,39,1
3519,3,2,1.0,1.0,30,40,0
3520,4,3,0.0,1.0,30,41,0
3521,3,4,0.0,0.0,30,42,0
3522,1,3,1.0,0.0,30,43,0
3523,2,4,0.0,0.0,30,44,0
3524,4,2,0.0,0.0,30,45,0
3525,3,2,1.0,1.0,30,46,1
3526,1,3,1.0,0.0,30,47,0
3527,4,2,0.0,0.0,30,48,0
3528,4,1,1.0,1.0,30,49,0
3529,4,1,0.0,1.0,30,50,1
3530,4,2,0.0,0.0,30,51,1
3531,2,3,0.0,0.0,30,52,0
3532,3,1,1.0,1.0,30,53,1
3533,3,1,0.0,1.0,30,54,1
3534,2,4,0.0,0.0,30,55,0
3535,1,3,1.0,0.0,30,56,1
3536,3,4,1.0,0.0,30,57,1
3537,3,1,1.0,1.0,30,58,0
3538,2,3,0.0,1.0,30,59,0
3539,2,1,0.0,1.0,30,60,0
3540,4,2,0.0,1.0,30,61,1
3541,1,2,1.0,0.0,30,62,0
3542,4,3,0.0,0.0,30,63,0
3543,4,3,0.0,1.0,30,64,1
3544,1,2,1.0,0.0,30,65,0
3545,3,2,1.0,1.0,30,66,0
3546,3,4,0.0,0.0,30,67,0
3547,1,4,0.0,1.0,30,68,1
3548,1,4,1.0,1.0,30,69,0
3549,4,1,0.0,1.0,30,70,1
3550,1,3,1.0,0.0,30,71,1
3551,3,4,1.0,0.0,30,72,0
3552,1,4,0.0,0.0,30,73,1
3553,3,1,0.0,1.0,30,74,1
3554,3,1,1.0,1.0,30,75,1
3555,3,1,0.0,0.0,30,76,1
3556,1,2,1.0,1.0,30,77,0
3557,3,2,1.0,0.0,30,78,1
3558,4,2,0.0,0.0,30,79,1
3559,4,3,0.0,1.0,30,80,1
3560,4,2,0.0,1.0,30,81,1
3561,3,2,0.0,0.0,30,82,1
3562,3,1,0.0,1.0,30,83,0
3563,2,4,0.0,0.0,30,84,1
3564,4,2,0.0,0.0,30,85,1
3565,2,1,0.0,0.0,30,86,0
3566,3,2,1.0,0.0,30,87,1
3567,1,2,1.0,0.0,30,88,1
3568,3,2,0.0,0.0,30,89,1
3569,2,1,0.0,1.0,30,90,0
3570,3,4,1.0,0.0,30,91,1
3571,4,1,0.0,1.0,30,92,1
3572,4,1,0.0,0.0,30,93,0
3573,2,1,0.0,1.0,30,94,1
3574,1,3,1.0,1.0,30,95,0
3575,1,4,0.0,1.0,30,96,1
3576,2,4,0.0,0.0,30,97,0
3577,1,3,0.0,1.0,30,98,1
3578,1,2,1.0,1.0,30,99,1
3579,2,1,0.0,1.0,30,100,1
3580,2,1,0.0,1.0,30,101,0
3581,3,4,1.0,0.0,30,102,1
3582,3,4,0.0,0.0,30,103,0
3583,4,1,0.0,1.0,30,104,0
3584,1,4,0.0,0.0,30,105,1
3585,4,3,0.0,1.0,30,106,1
3586,2,4,0.0,0.0,30,107,1
3587,2,4,0.0,0.0,30,108,0
3588,3,4,0.0,0.0,30,109,0
3589,2,4,0.0,0.0,30,110,1
3590,2,4,0.0,0.0,30,111,1
3591,1,3,1.0,0.0,30,112,0
3592,3,1,0.0,1.0,30,113,1
3593,2,4,0.0,0.0,30,114,0
3594,3,2,0.0,0.0,30,115,1
3595,2,3,0.0,1.0,30,116,0
3596,2,4,0.0,0.0,30,117,1
3597,1,2,1.0,1.0,30,118,1
3598,1,2,1.0,0.0,30,119,1
3599,3,1,1.0,1.0,30,120,0
3600,4,3,0.0,1.0,31,1,0
3601,3,4,1.0,0.0,31,2,0
3602,4,1,0.0,1.0,31,3,1
3603,3,4,0.0,0.0,31,4,0
3604,2,1,0.0,1.0,31,5,1
3605,1,2,1.0,1.0,31,6,1
3606,3,2,1.0,1.0,31,7,1
3607,3,2,1.0,1.0,31,8,0
3608,1,3,0.0,1.0,31,9,1
3609,2,3,0.0,1.0,31,10,0
3610,4,3,0.0,1.0,31,11,1
3611,1,4,1.0,1.0,31,12,0
3612,2,3,0.0,0.0,31,13,1
3613,2,1,0.0,1.0,31,14,0
3614,4,2,0.0,1.0,31,15,1
3615,4,1,0.0,1.0,31,16,1
3616,4,2,0.0,0.0,31,17,0
3617,3,1,0.0,1.0,31,18,0
3618,2,1,0.0,1.0,31,19,1
3619,3,4,0.0,0.0,31,20,1
3620,3,1,0.0,0.0,31,21,1
3621,4,2,0.0,1.0,31,22,1
3622,1,2,1.0,0.0,31,23,0
3623,3,4,1.0,0.0,31,24,0
3624,3,4,0.0,0.0,31,25,0
3625,4,3,0.0,1.0,31,26,1
3626,1,3,1.0,0.0,31,27,0
3627,1,4,0.0,0.0,31,28,1
3628,1,2,1.0,1.0,31,29,1
3629,4,2,0.0,0.0,31,30,0
3630,4,1,0.0,0.0,31,31,1
3631,3,4,1.0,0.0,31,32,0
3632,1,2,1.0,0.0,31,33,0
3633,3,1,0.0,1.0,31,34,0
3634,1,2,1.0,0.0,31,35,0
3635,3,2,0.0,0.0,31,36,1
3636,1,3,1.0,0.0,31,37,1
3637,4,2,0.0,0.0,31,38,0
3638,1,4,0.0,1.0,31,39,1
3639,1,4,0.0,1.0,31,40,1
3640,2,4,0.0,0.0,31,41,1
3641,4,1,1.0,1.0,31,42,0
3642,1,3,1.0,1.0,31,43,1
3643,3,4,0.0,0.0,31,44,0
3644,2,4,0.0,0.0,31,45,1
3645,1,4,1.0,1.0,31,46,1
3646,2,1,0.0,0.0,31,47,0
3647,3,4,0.0,0.0,31,48,0
3648,1,2,1.0,0.0,31,49,1
3649,4,1,0.0,0.0,31,50,1
3650,2,3,0.0,1.0,31,51,1
3651,3,1,0.0,0.0,31,52,0
3652,2,1,0.0,1.0,31,53,0
3653,2,4,0.0,0.0,31,54,1
3654,3,2,1.0,0.0,31,55,0
3655,1,2,1.0,0.0,31,56,1
3656,2,4,0.0,0.0,31,57,0
3657,2,1,0.0,1.0,31,58,0
3658,3,1,1.0,1.0,31,59,1
3659,1,4,1.0,0.0,31,60,1
3660,4,3,0.0,0.0,31,61,1
3661,4,1,1.0,1.0,31,62,1
3662,4,3,0.0,1.0,31,63,0
3663,4,2,0.0,0.0,31,64,0
3664,4,3,0.0,0.0,31,65,1
3665,1,2,1.0,1.0,31,66,1
3666,2,3,0.0,0.0,31,67,1
3667,3,2,1.0,1.0,31,68,1
3668,1,3,1.0,0.0,31,69,1
3669,2,3,0.0,0.0,31,70,1
3670,3,2,0.0,0.0,31,71,0
3671,2,4,0.0,0.0,31,72,1
3672,4,3,0.0,1.0,31,73,1
3673,2,4,0.0,0.0,31,74,1
3674,3,4,0.0,0.0,31,75,1
3675,2,3,0.0,1.0,31,76,1
3676,1,3,1.0,1.0,31,77,0
3677,3,2,1.0,1.0,31,78,1
3678,4,1,0.0,1.0,31,79,0
3679,1,3,1.0,0.0,31,80,1
3680,4,1,0.0,1.0,31,81,0
3681,2,3,0.0,0.0,31,82,1
3682,1,3,0.0,1.0,31,83,1
3683,3,1,1.0,1.0,31,84,0
3684,1,3,1.0,0.0,31,85,0
3685,2,3,0.0,1.0,31,86,1
3686,2,4,0.0,0.0,31,87,1
3687,4,3,0.0,1.0,31,88,1
3688,3,2,0.0,0.0,31,89,0
3689,2,4,0.0,0.0,31,90,1
3690,2,3,0.0,1.0,31,91,0
3691,2,1,0.0,1.0,31,92,0
3692,4,2,0.0,1.0,31,93,1
3693,4,1,0.0,1.0,31,94,1
3694,4,2,0.0,1.0,31,95,1
3695,2,1,0.0,0.0,31,96,0
3696,4,1,0.0,1.0,31,97,1
3697,2,1,0.0,1.0,31,98,0
3698,3,1,0.0,1.0,31,99,1
3699,1,3,1.0,0.0,31,100,0
3700,3,4,1.0,0.0,31,101,1
3701,4,3,0.0,0.0,31,102,0
3702,3,2,1.0,0.0,31,103,1
3703,4,3,0.0,0.0,31,104,0
3704,1,4,1.0,0.0,31,105,0
3705,1,4,1.0,0.0,31,106,1
3706,1,2,1.0,1.0,31,107,0
3707,2,3,0.0,1.0,31,108,1
3708,1,2,1.0,0.0,31,109,0
3709,2,1,0.0,1.0,31,110,1
3710,3,2,0.0,0.0,31,111,1
3711,2,4,0.0,0.0,31,112,1
3712,3,1,1.0,1.0,31,113,0
3713,4,2,0.0,0.0,31,114,0
3714,1,4,0.0,0.0,31,115,0
3715,3,1,1.0,1.0,31,116,0
3716,2,4,0.0,0.0,31,117,1
3717,1,4,1.0,0.0,31,118,0
3718,4,2,0.0,0.0,31,119,1
3719,3,1,0.0,1.0,31,120,0
3720,3,4,1.0,0.0,32,1,0
3721,4,3,0.0,1.0,32,2,1
3722,2,4,0.0,0.0,32,3,0
3723,2,1,0.0,0.0,32,4,0
3724,4,1,0.0,1.0,32,5,0
3725,3,4,1.0,0.0,32,6,1
3726,1,2,1.0,0.0,32,7,0
3727,2,4,0.0,0.0,32,8,1
3728,4,2,0.0,1.0,32,9,0
3729,4,1,1.0,1.0,32,10,1
3730,4,2,0.0,0.0,32,11,0
3731,1,2,1.0,0.0,32,12,1
3732,4,3,0.0,0.0,32,13,1
3733,1,3,1.0,1.0,32,14,0
3734,4,1,0.0,1.0,32,15,1
3735,4,3,0.0,1.0,32,16,1
3736,1,2,1.0,0.0,32,17,1
3737,3,1,0.0,1.0,32,18,1
3738,3,4,0.0,0.0,32,19,0
3739,3,2,1.0,1.0,32,20,0
3740,1,2,1.0,1.0,32,21,1
3741,2,3,0.0,0.0,32,22,0
3742,2,4,0.0,0.0,32,23,1
3743,1,4,0.0,0.0,32,24,0
3744,1,3,1.0,0.0,32,25,0
3745,3,4,0.0,0.0,32,26,1
3746,2,1,0.0,1.0,32,27,0
3747,3,1,1.0,1.0,32,28,1
3748,2,4,0.0,0.0,32,29,1
3749,2,1,0.0,1.0,32,30,0
3750,3,2,0.0,0.0,32,31,0
3751,2,4,0.0,0.0,32,32,0
3752,1,4,0.0,0.0,32,33,0
3753,4,2,0.0,1.0,32,34,0
3754,1,4,1.0,0.0,32,35,1
3755,3,2,1.0,1.0,32,36,0
3756,4,1,1.0,1.0,32,37,0
3757,4,1,0.0,1.0,32,38,1
3758,1,3,0.0,1.0,32,39,0
3759,3,2,1.0,0.0,32,40,0
3760,4,3,0.0,1.0,32,41,0
3761,3,1,0.0,1.0,32,42,1
3762,3,4,1.0,0.0,32,43,1
3763,2,1,0.0,0.0,32,44,0
3764,1,2,1.0,0.0,32,45,0
3765,3,2,0.0,0.0,32,46,0
3766,1,3,1.0,0.0,32,47,0
3767,1,4,1.0,0.0,32,48,1
3768,4,3,0.0,0.0,32,49,1
3769,2,3,0.0,1.0,32,50,0
3770,4,3,0.0,1.0,32,51,1
3771,1,2,1.0,1.0,32,52,1
3772,1,3,1.0,1.0,32,53,1
3773,2,3,0.0,1.0,32,54,0
3774,1,4,1.0,1.0,32,55,1
3775,2,3,0.0,0.0,32,56,1
3776,4,2,0.0,0.0,32,57,0
3777,2,3,0.0,1.0,32,58,0
3778,2,4,0.0,0.0,32,59,0
3779,4,1,0.0,1.0,32,60,1
3780,2,4,0.0,0.0,32,61,1
3781,2,4,0.0,0.0,32,62,1
3782,2,3,0.0,1.0,32,63,0
3783,1,4,1.0,0.0,32,64,0
3784,3,2,0.0,0.0,32,65,0
3785,1,3,1.0,0.0,32,66,0
3786,2,4,0.0,0.0,32,67,1
3787,4,1,0.0,1.0,32,68,0
3788,3,1,0.0,1.0,32,69,1
3789,4,3,0.0,0.0,32,70,1
3790,3,2,1.0,1.0,32,71,1
3791,2,1,0.0,1.0,32,72,1
3792,4,1,0.0,0.0,32,73,0
3793,3,2,1.0,1.0,32,74,0
3794,1,2,1.0,0.0,32,75,0
3795,4,1,0.0,0.0,32,76,1
3796,2,4,0.0,0.0,32,77,1
3797,2,1,0.0,1.0,32,78,0
3798,3,4,0.0,0.0,32,79,1
3799,4,3,0.0,1.0,32,80,0
3800,4,2,0.0,0.0,32,81,1
3801,3,4,0.0,0.0,32,82,1
3802,3,4,0.0,0.0,32,83,1
3803,1,4,0.0,1.0,32,84,1
3804,3,1,0.0,0.0,32,85,1
3805,4,2,0.0,1.0,32,86,0
3806,4,3,0.0,0.0,32,87,0
3807,3,2,1.0,0.0,32,88,1
3808,3,1,0.0,0.0,32,89,0
3809,3,1,1.0,1.0,32,90,0
3810,2,3,0.0,0.0,32,91,0
3811,1,3,1.0,0.0,32,92,1
3812,2,1,0.0,1.0,32,93,0
3813,2,3,0.0,1.0,32,94,1
3814,1,3,1.0,0.0,32,95,0
3815,4,2,0.0,1.0,32,96,0
3816,3,2,0.0,0.0,32,97,0
3817,1,4,0.0,1.0,32,98,0
3818,3,4,1.0,0.0,32,99,1
3819,2,3,0.0,1.0,32,100,1
3820,2,3,0.0,0.0,32,101,0
3821,1,2,1.0,0.0,32,102,1
3822,1,2,1.0,1.0,32,103,0
3823,4,2,0.0,0.0,32,104,1
3824,4,2,0.0,0.0,32,105,1
3825,4,1,0.0,1.0,32,106,0
3826,3,1,1.0,1.0,32,107,0
3827,1,2,1.0,1.0,32,108,1
3828,2,1,0.0,1.0,32,109,0
3829,3,1,1.0,1.0,32,110,0
3830,1,4,1.0,0.0,32,111,1
3831,1,3,1.0,0.0,32,112,0
3832,2,1,0.0,1.0,32,113,0
3833,1,3,0.0,1.0,32,114,0
3834,4,3,0.0,1.0,32,115,0
3835,3,1,0.0,1.0,32,116,0
3836,4,2,0.0,0.0,32,117,1
3837,1,4,1.0,1.0,32,118,1
3838,3,4,0.0,0.0,32,119,1
3839,2,1,0.0,1.0,32,120,0
3840,2,1,0.0,0.0,33,1,1
3841,4,2,0.0,1.0,33,2,0
3842,1,4,0.0,0.0,33,3,0
3843,1,4,1.0,1.0,33,4,0
3844,3,1,1.0,1.0,33,5,0
3845,1,4,1.0,1.0,33,6,0
3846,2,1,0.0,1.0,33,7,1
3847,1,2,1.0,0.0,33,8,1
3848,3,1,0.0,0.0,33,9,0
3849,1,4,1.0,0.0,33,10,0
3850,2,1,0.0,1.0,33,11,1
3851,2,1,0.0,1.0,33,12,0
3852,4,2,0.0,0.0,33,13,0
3853,3,2,0.0,0.0,33,14,0
3854,3,2,0.0,0.0,33,15,1
3855,2,3,0.0,1.0,33,16,0
3856,4,3,0.0,0.0,33,17,0
3857,2,3,0.0,1.0,33,18,0
3858,3,2,0.0,0.0,33,19,1
3859,3,2,1.0,1.0,33,20,1
3860,2,4,0.0,0.0,33,21,0
3861,1,4,0.0,0.0,33,22,1
3862,4,1,1.0,1.0,33,23,0
3863,1,2,1.0,0.0,33,24,1
3864,3,4,0.0,0.0,33,25,1
3865,2,1,0.0,0.0,33,26,0
3866,3,2,1.0,0.0,33,27,0
3867,4,1,0.0,1.0,33,28,1
3868,2,1,0.0,1.0,33,29,1
3869,1,3,0.0,1.0,33,30,0
3870,1,3,1.0,0.0,33,31,0
3871,3,4,0.0,0.0,33,32,0
3872,2,3,0.0,1.0,33,33,0
3873,4,3,0.0,0.0,33,34,1
3874,1,4,1.0,0.0,33,35,0
3875,1,3,1.0,0.0,33,36,1
3876,3,4,0.0,0.0,33,37,0
3877,3,2,1.0,1.0,33,38,1
3878,3,1,0.0,1.0,33,39,0
3879,2,1,0.0,1.0,33,40,1
3880,3,2,1.0,1.0,33,41,1
3881,3,1,0.0,0.0,33,42,0
3882,1,4,1.0,0.0,33,43,1
3883,1,2,1.0,0.0,33,44,0
3884,2,1,0.0,1.0,33,45,1
3885,4,2,0.0,0.0,33,46,0
3886,2,3,0.0,0.0,33,47,0
3887,3,4,0.0,0.0,33,48,0
3888,3,4,1.0,0.0,33,49,1
3889,3,1,0.0,1.0,33,50,1
3890,1,3,1.0,1.0,33,51,0
3891,3,4,1.0,0.0,33,52,0
3892,2,4,0.0,0.0,33,53,0
3893,4,3,0.0,1.0,33,54,1
3894,4,1,1.0,1.0,33,55,1
3895,3,2,0.0,0.0,33,56,1
3896,4,3,0.0,1.0,33,57,0
3897,2,4,0.0,0.0,33,58,1
3898,2,3,0.0,1.0,33,59,0
3899,3,1,0.0,1.0,33,60,1
3900,4,1,0.0,1.0,33,61,0
3901,2,4,0.0,0.0,33,62,0
3902,1,3,1.0,0.0,33,63,1
3903,4,2,0.0,0.0,33,64,1
3904,1,3,1.0,1.0,33,65,0
3905,1,3,0.0,1.0,33,66,1
3906,4,1,0.0,1.0,33,67,0
3907,4,3,0.0,1.0,33,68,1
3908,2,3,0.0,0.0,33,69,0
3909,3,2,1.0,1.0,33,70,0
3910,2,3,0.0,1.0,33,71,1
3911,1,2,1.0,1.0,33,72,1
3912,1,2,1.0,1.0,33,73,0
3913,1,3,1.0,0.0,33,74,1
3914,4,1,0.0,1.0,33,75,0
3915,2,4,0.0,0.0,33,76,0
3916,1,2,1.0,0.0,33,77,0
3917,1,2,1.0,1.0,33,78,1
3918,4,3,0.0,1.0,33,79,1
3919,4,2,0.0,0.0,33,80,0
3920,3,1,0.0,1.0,33,81,1
3921,3,4,0.0,0.0,33,82,0
3922,2,4,0.0,0.0,33,83,0
3923,3,1,1.0,1.0,33,84,0
3924,3,1,1.0,1.0,33,85,0
3925,2,4,0.0,0.0,33,86,1
3926,1,4,0.0,1.0,33,87,0
3927,3,4,1.0,0.0,33,88,0
3928,4,2,0.0,1.0,33,89,1
3929,4,3,0.0,1.0,33,90,1
3930,2,3,0.0,0.0,33,91,0
3931,3,2,1.0,0.0,33,92,1
3932,2,3,0.0,1.0,33,93,0
3933,3,4,1.0,0.0,33,94,0
3934,1,2,1.0,0.0,33,95,1
3935,1,2,1.0,0.0,33,96,0
3936,2,1,0.0,1.0,33,97,1
3937,1,4,1.0,0.0,33,98,1
3938,4,2,0.0,0.0,33,99,1
3939,1,3,1.0,0.0,33,100,1
3940,4,1,0.0,1.0,33,101,1
3941,3,1,1.0,1.0,33,102,1
3942,4,2,0.0,1.0,33,103,1
3943,2,1,0.0,1.0,33,104,0
3944,4,2,0.0,0.0,33,105,0
3945,4,1,0.0,1.0,33,106,1
3946,4,1,0.0,0.0,33,107,1
3947,4,3,0.0,0.0,33,108,0
3948,3,4,0.0,0.0,33,109,1
3949,4,3,0.0,0.0,33,110,1
3950,1,3,1.0,0.0,33,111,1
3951,2,4,0.0,0.0,33,112,0
3952,2,3,0.0,0.0,33,113,1
3953,1,4,0.0,1.0,33,114,0
3954,4,2,0.0,1.0,33,115,1
3955,4,1,0.0,0.0,33,116,1
3956,4,3,0.0,1.0,33,117,0
3957,1,2,1.0,1.0,33,118,1
3958,2,4,0.0,0.0,33,119,1
3959,2,4,0.0,0.0,33,120,1
3960,1,4,0.0,0.0,34,1,0
3961,3,2,1.0,1.0,34,2,1
3962,3,1,1.0,1.0,34,3,0
3963,1,4,0.0,1.0,34,4,1
3964,4,2,0.0,0.0,34,5,0
3965,2,3,0.0,1.0,34,6,1
3966,4,1,0.0,1.0,34,7,1
3967,2,4,0.0,0.0,34,8,1
3968,1,2,1.0,1.0,34,9,1
3969,4,2,0.0,0.0,34,10,1
3970,3,2,1.0,1.0,34,11,1
3971,4,3,0.0,1.0,34,12,0
3972,3,1,0.0,0.0,34,13,0
3973,1,3,0.0,1.0,34,14,1
3974,4,3,0.0,0.0,34,15,0
3975,3,2,1.0,0.0,34,16,0
3976,4,3,0.0,0.0,34,17,1
3977,1,2,1.0,1.0,34,18,0
3978,1,3,1.0,0.0,34,19,0
3979,4,2,0.0,1.0,34,20,0
3980,2,1,0.0,1.0,34,21,1
3981,1,4,1.0,0.0,34,22,1
3982,4,2,0.0,0.0,34,23,0
3983,2,3,0.0,0.0,34,24,1
3984,1,4,1.0,1.0,34,25,1
3985,2,1,0.0,0.0,34,26,1
3986,2,4,0.0,0.0,34,27,1
3987,2,4,0.0,0.0,34,28,0
3988,3,1,1.0,1.0,34,29,0
3989,2,4,0.0,0.0,34,30,0
3990,4,1,0.0,0.0,34,31,1
3991,3,4,1.0,0.0,34,32,0
3992,4,3,0.0,0.0,34,33,1
3993,3,4,1.0,0.0,34,34,1
3994,3,4,0.0,0.0,34,35,1
3995,1,2,1.0,0.0,34,36,1
3996,2,3,0.0,0.0,34,37,0
3997,4,3,0.0,1.0,34,38,0
3998,4,1,0.0,1.0,34,39,0
3999,3,1,0.0,1.0,34,40,0
4000,3,1,1.0,1.0,34,41,0
4001,2,3,0.0,1.0,34,42,0
4002,1,3,1.0,0.0,34,43,0
4003,1,4,0.0,1.0,34,44,1
4004,4,3,0.0,1.0,34,45,1
4005,3,2,0.0,0.0,34,46,0
4006,4,1,0.0,1.0,34,47,0
4007,2,4,0.0,0.0,34,48,0
4008,3,1,0.0,1.0,34,49,0
4009,3,2,1.0,1.0,34,50,1
4010,3,1,0.0,1.0,34,51,1
4011,3,4,0.0,0.0,34,52,1
4012,4,2,0.0,0.0,34,53,1
4013,1,3,1.0,0.0,34,54,0
4014,1,4,1.0,0.0,34,55,0
4015,4,3,0.0,1.0,34,56,1
4016,1,2,1.0,0.0,34,57,1
4017,1,4,0.0,0.0,34,58,0
4018,4,2,0.0,0.0,34,59,1
4019,4,1,1.0,1.0,34,60,0
4020,4,2,0.0,1.0,34,61,1
4021,1,3,0.0,1.0,34,62,0
4022,4,3,0.0,1.0,34,63,1
4023,2,1,0.0,1.0,34,64,0
4024,3,2,0.0,0.0,34,65,1
4025,2,4,0.0,0.0,34,66,0
4026,2,1,0.0,0.0,34,67,1
4027,4,1,1.0,1.0,34,68,1
4028,2,4,0.0,0.0,34,69,0
4029,2,3,0.0,0.0,34,70,0
4030,1,2,1.0,0.0,34,71,0
4031,2,4,0.0,0.0,34,72,0
4032,3,1,1.0,1.0,34,73,0
4033,2,1,0.0,1.0,34,74,1
4034,1,3,1.0,1.0,34,75,0
4035,4,1,0.0,1.0,34,76,0
4036,3,1,0.0,0.0,34,77,0
4037,2,3,0.0,0.0,34,78,0
4038,2,4,0.0,0.0,34,79,1
4039,2,3,0.0,1.0,34,80,0
